Designator,Mid X,Mid Y,Rotation,Layer
C1,129.54,-80.01,270.0,top
C2,134.62,-76.2,0.0,top
C3,134.62,-78.74,0.0,top
C4,158.75,-67.31,0.0,top
C5,158.75,-69.85,0.0,top
MT1,130.010264,-76.289764,0.0,top
U1,130.010264,-76.289764,0.0,top
U2,151.13,-69.85,0.0,top
