Designator,Mid X,Mid Y,Rotation,Layer
C1,82.3175,-99.06,0.0,top
C2,69.0125,-99.06,0.0,top
C3,159.1825,-114.3,0.0,top
C4,164.2625,-114.3,0.0,top
C5,102.6375,-86.36,0.0,top
C6,102.6375,-91.44,0.0,top
C7,102.6375,-96.52,0.0,top
C8,102.6375,-101.6,0.0,top
R1,169.91,-114.3,0.0,top
R2,173.99,-114.3,0.0,top
U1,74.5033,-92.1568,0.0,top
U2,74.93,-94.45,0.0,top
U3,163.0,-92.75,0.0,top
U4,93.98,-87.63,180.0,top
U5,93.98,-97.79,180.0,top
